seqnames	strand	qwidth	start	end	width	nbrJunctions	read	flag	rname	pos	mapq	NM	nbrM	nbrI	nbrD	nbrN	nbrS	nbrH	nbrP	nbrX	readLength	alignedLength	nbrPrimaryAlignments	nbrSecondaryAlignments	nbrSupplementaryAlignments
ENST00000361681.2	-	85	164	249	86	0	3643077f-b055-450a-a8a4-d3d776187650	2064	ENST00000361681.2	164	31	6	84	1	2	0	0	437	0	0	522	85	1	1	2
ENST00000361681.2	+	615	189	454	266	0	92ccad35-5725-4630-b51a-820a0c5afd2e	0	ENST00000361681.2	189	17	42	249	8	17	0	358	0	0	0	615	257	1	0	0
ENST00000361681.2	-	373	242	490	249	0	56ff4f8f-ec81-4182-9cb2-064cf6d230c3	16	ENST00000361681.2	242	60	5	248	3	1	0	122	0	0	0	373	251	1	0	0
ENST00000361681.2	-	77	450	525	76	0	52ed3358-0bb1-4071-877a-fbe78ce8ca10	2064	ENST00000361681.2	450	19	3	76	1	0	0	0	614	0	0	691	77	1	2	2
ENST00000361789.2	+	310	1	304	304	0	45bd1325-0ae1-420c-8ddf-487a57d988bf	2048	ENST00000361789.2	1	60	12	304	6	0	0	0	763	0	0	1073	310	1	0	1
ENST00000361789.2	-	486	1	488	488	0	431b45d2-43e3-4c52-9019-3a8c2ed3218d	2064	ENST00000361789.2	1	60	20	480	6	8	0	0	811	0	0	1297	486	1	0	1
ENST00000361789.2	+	390	190	400	211	0	ffda4881-4965-4cfa-a486-8900032f8090	0	ENST00000361789.2	190	60	25	196	4	15	0	190	0	0	0	390	200	1	0	0
ENST00000361789.2	+	1136	380	463	84	0	0cd9b06d-b9a2-4d92-b657-e7296d549b4f	0	ENST00000361789.2	380	32	4	82	1	2	0	1053	0	0	0	1136	83	1	0	0
ENST00000361789.2	+	522	610	778	169	0	3643077f-b055-450a-a8a4-d3d776187650	0	ENST00000361789.2	610	60	10	168	5	1	0	349	0	0	0	522	173	1	1	2
ENST00000361789.2	-	742	643	940	298	0	e16171d5-d840-4a91-ab19-8aaf7a78ebf8	16	ENST00000361789.2	643	60	29	289	9	9	0	444	0	0	0	742	298	1	0	0
ENST00000361789.2	-	962	776	1141	366	0	c7f9caf7-611f-42d2-8315-421227f9a681	16	ENST00000361789.2	776	60	9	362	4	4	0	596	0	0	0	962	366	1	0	0
ENST00000361789.2	+	220	1022	1126	105	0	367e1479-0a35-4701-9629-53a9a6c95eaf	0	ENST00000361789.2	1022	60	5	102	0	3	0	118	0	0	0	220	102	1	0	0
ENST00000614336.4	-	637	1966	2368	403	0	a04c0a4c-9fdc-4733-9445-d70bfa3f29a2	272	ENST00000614336.4	1966	0	23	399	2	4	0	236	0	0	0	637	401	1	15	0
ENST00000612565.1	+	1372	968	2156	1189	0	8f0c643a-c175-4b86-a38e-4de62e893aad	0	ENST00000612565.1	968	60	114	1154	28	35	0	190	0	0	0	1372	1182	1	0	0
ENST00000612565.1	-	1102	2672	3024	353	0	f65c6cb5-0dc5-4275-b5fb-3dfee485b1fd	272	ENST00000612565.1	2672	0	78	339	17	14	0	746	0	0	0	1102	356	1	1	0
ENST00000612565.1	-	1240	2776	3027	252	0	46617868-f1ad-42b0-94cb-c94c06a2497e	272	ENST00000612565.1	2776	0	48	245	1	7	0	994	0	0	0	1240	246	1	10	0
ENST00000612565.1	-	732	2790	3005	216	0	6c031b78-9430-4e75-a163-6a8a445c6ddb	16	ENST00000612565.1	2790	3	35	209	3	7	0	520	0	0	0	732	212	1	0	0
ENST00000613216.4	+	1372	2306	2387	82	0	95b5585e-f0ef-404e-98bf-a21975aa690a	256	ENST00000613216.4	2306	0	3	79	0	3	0	1293	0	0	0	1372	79	1	6	2
ENST00000611339.1	+	1372	1855	1936	82	0	95b5585e-f0ef-404e-98bf-a21975aa690a	256	ENST00000611339.1	1855	0	3	79	0	3	0	1293	0	0	0	1372	79	1	6	2
ENST00000613230.1	+	452	940	1182	243	0	14f33758-bbdc-467e-844a-c4b518079eae	0	ENST00000613230.1	940	0	36	229	3	14	0	220	0	0	0	452	232	1	1	0
ENST00000400754.4	+	452	364	606	243	0	14f33758-bbdc-467e-844a-c4b518079eae	256	ENST00000400754.4	364	0	36	229	3	14	0	220	0	0	0	452	232	1	1	0
ENST00000612465.1	+	682	243	437	195	0	5030354f-e6d0-4eda-89f4-dbb3ef5031e3	0	ENST00000612465.1	243	60	13	192	4	3	0	486	0	0	0	682	196	1	10	0
ENST00000612465.1	-	801	1630	2194	565	0	c7edbdee-c2f9-4d00-a249-4c15774e76ca	16	ENST00000612465.1	1630	9	130	547	24	18	0	230	0	0	0	801	571	1	0	0
ENST00000612919.1	+	1137	94	191	98	0	48eadc87-1bbf-4ea0-8702-3bcfb47295a0	256	ENST00000612919.1	94	0	6	98	1	0	0	1038	0	0	0	1137	99	1	23	1
ENST00000632392.3	-	1794	1432	2125	694	0	39b31703-9e08-4946-8332-8861bdcc1544	272	ENST00000632392.3	1432	0	154	649	46	45	0	1099	0	0	0	1794	695	1	6	0
ENST00000639526.1	-	1794	742	1316	575	0	39b31703-9e08-4946-8332-8861bdcc1544	272	ENST00000639526.1	742	0	115	534	25	41	0	1235	0	0	0	1794	559	1	6	0
ENST00000632307.2	+	2464	1568	2067	500	0	d1e3560f-026c-4354-8463-ab692f537cda	256	ENST00000632307.2	1568	0	39	486	17	14	0	1961	0	0	0	2464	503	1	1	1
ENST00000707519.1	+	580	45	448	404	0	8820aa30-8083-4b85-8bdc-63badde9cd3a	0	ENST00000707519.1	45	0	37	382	6	22	0	192	0	0	0	580	388	1	3	0
ENST00000707527.1	+	580	3	406	404	0	8820aa30-8083-4b85-8bdc-63badde9cd3a	256	ENST00000707527.1	3	0	37	382	6	22	0	192	0	0	0	580	388	1	3	0
ENST00000440408.5	+	1879	514	871	358	0	19b7da65-c59a-49e7-94cd-4cae1c0a58d4	256	ENST00000440408.5	514	0	81	345	21	13	0	1513	0	0	0	1879	366	1	5	1
ENST00000440408.5	+	570	575	986	412	0	a62da96e-23fc-49a6-955a-84816346c8cc	256	ENST00000440408.5	575	0	90	391	23	21	0	156	0	0	0	570	414	1	1	0
ENST00000440408.5	+	1459	909	1338	430	0	44eebcbf-ec1e-403d-9398-c9b5e550d9bd	256	ENST00000440408.5	909	0	133	409	39	21	0	1011	0	0	0	1459	448	1	3	0
ENST00000710319.1	+	628	210	656	447	0	40161da8-562e-451a-8fdc-ad96cbd19755	0	ENST00000710319.1	210	0	35	435	9	12	0	184	0	0	0	628	444	1	1	0
ENST00000710581.1	-	1086	999	1135	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710581.1	999	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710582.1	-	1086	896	1032	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710582.1	896	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710592.1	-	1086	896	1032	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710592.1	896	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710593.1	-	1086	724	860	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710593.1	724	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710594.1	-	1086	724	860	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710594.1	724	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710595.1	-	1086	708	844	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710595.1	708	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000643730.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	16	ENST00000643730.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710478.1	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710478.1	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000642375.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000642375.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000643038.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000643038.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644235.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644235.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644369.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644369.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000647327.2	-	1086	1194	1330	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000647327.2	1194	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000647229.2	-	1086	1173	1309	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000647229.2	1173	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710596.1	-	1086	1165	1301	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710596.1	1165	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000646280.2	-	1086	855	991	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000646280.2	855	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000672721.1	-	1086	842	978	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000672721.1	842	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710479.1	-	1086	746	882	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710479.1	746	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000646676.2	-	1086	643	779	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000646676.2	643	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000646676.2	+	713	5017	5083	67	0	0ee35d1e-9f67-469f-9447-4d31ad404e7d	256	ENST00000646676.2	5017	0	4	64	0	3	0	649	0	0	0	713	64	1	1	0
ENST00000710597.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710597.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000642583.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000642583.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000643138.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000643138.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000643701.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000643701.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000643858.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000643858.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644048.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644048.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644660.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644660.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644691.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644691.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000644891.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000644891.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000645584.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000645584.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000645965.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000645965.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000646257.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000646257.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000647062.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000647062.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000647521.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000647521.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710487.1	-	1086	618	754	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710487.1	618	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710598.1	-	1086	569	705	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710598.1	569	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000710600.1	-	1086	141	277	137	0	8a2485e1-cdd0-49cd-811f-c89db7c36599	272	ENST00000710600.1	141	0	8	134	0	3	0	952	0	0	0	1086	134	1	71	0
ENST00000630425.2	-	1746	3948	5078	1131	0	51dff366-746c-4cb8-9a22-481d27f35cc5	272	ENST00000630425.2	3948	0	43	1109	13	22	0	624	0	0	0	1746	1122	1	1	0
ENST00000629302.2	+	1219	4	187	184	0	271d4624-ac11-4988-bc1a-c797efa03b28	256	ENST00000629302.2	4	0	24	179	5	5	0	1035	0	0	0	1219	184	1	1	0
ENST00000625523.2	+	995	1	133	133	0	0031e9ce-36a7-4ea5-bb1d-99abce192d6a	256	ENST00000625523.2	1	0	13	123	1	10	0	871	0	0	0	995	124	1	3	0
ENST00000625523.2	-	995	1	133	133	0	9bc1f4bd-6db4-428a-9f4e-3ca922abecce	272	ENST00000625523.2	1	0	0	133	0	0	0	862	0	0	0	995	133	1	3	0
ENST00000627903.2	+	995	1	133	133	0	0031e9ce-36a7-4ea5-bb1d-99abce192d6a	256	ENST00000627903.2	1	0	13	123	1	10	0	871	0	0	0	995	124	1	3	0
ENST00000627903.2	-	995	1	133	133	0	9bc1f4bd-6db4-428a-9f4e-3ca922abecce	272	ENST00000627903.2	1	0	0	133	0	0	0	862	0	0	0	995	133	1	3	0
ENST00000329134.9	+	601	3991	4183	193	0	af10791b-abfd-4c24-b4a7-8e20f73734eb	0	ENST00000329134.9	3991	1	25	192	1	1	0	408	0	0	0	601	193	1	0	0
ENST00000645359.1	-	567	231	619	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000645359.1	231	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000647071.1	-	567	231	619	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000647071.1	231	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000642203.1	-	567	230	618	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000642203.1	230	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000646867.1	-	567	118	506	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000646867.1	118	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000643170.1	-	567	617	1005	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000643170.1	617	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000645769.1	-	567	146	534	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000645769.1	146	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000643771.1	-	567	237	518	282	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000643771.1	237	0	36	264	3	18	0	300	0	0	0	567	267	1	24	0
ENST00000646450.1	-	567	206	594	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000646450.1	206	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000645219.1	-	567	34	437	404	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000645219.1	34	0	86	347	9	57	0	211	0	0	0	567	356	1	24	0
ENST00000645593.1	-	567	34	422	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000645593.1	34	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000644353.1	-	567	16	404	389	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000644353.1	16	0	71	347	9	42	0	211	0	0	0	567	356	1	24	0
ENST00000643959.1	-	567	1375	1656	282	0	7b535e34-e2bc-432e-9382-0653ef0a0328	272	ENST00000643959.1	1375	0	36	264	3	18	0	300	0	0	0	567	267	1	24	0
ENST00000645332.1	-	545	185	447	263	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000645332.1	185	0	13	258	3	5	0	284	0	0	0	545	261	1	11	0
ENST00000645537.2	-	545	61	376	316	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000645537.2	61	0	26	308	10	8	0	227	0	0	0	545	318	1	11	0
ENST00000646850.1	-	545	58	373	316	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000646850.1	58	0	26	308	10	8	0	227	0	0	0	545	318	1	11	0
ENST00000646132.1	-	545	55	370	316	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000646132.1	55	0	26	308	10	8	0	227	0	0	0	545	318	1	11	0
ENST00000643169.1	-	545	28	343	316	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000643169.1	28	0	26	308	10	8	0	227	0	0	0	545	318	1	11	0
ENST00000645019.1	-	545	167	429	263	0	6eee103a-664a-472d-9de8-9c7d5453d9ff	272	ENST00000645019.1	167	0	13	258	3	5	0	284	0	0	0	545	261	1	11	0
ENST00000645916.1	-	1694	1	612	612	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	16	ENST00000645916.1	1	0	16	605	7	7	0	1082	0	0	0	1694	612	1	9	2
ENST00000645226.1	+	1694	874	937	64	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	256	ENST00000645226.1	874	0	2	64	0	0	0	1630	0	0	0	1694	64	1	9	2
ENST00000645226.1	-	623	990	1473	484	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	2064	ENST00000645226.1	990	0	152	479	144	5	0	0	1071	0	0	1694	623	1	9	2
ENST00000643294.1	+	1694	1932	1995	64	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	256	ENST00000643294.1	1932	0	2	64	0	0	0	1630	0	0	0	1694	64	1	9	2
ENST00000643294.1	-	1694	2048	2462	415	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	272	ENST00000643294.1	2048	0	10	410	2	5	0	1282	0	0	0	1694	412	1	9	2
ENST00000645385.1	+	1694	573	636	64	0	0cd5f423-7f5d-43e2-afd3-e4ad330d323f	256	ENST00000645385.1	573	0	2	64	0	0	0	1630	0	0	0	1694	64	1	9	2
ENST00000645308.4	+	662	674	1120	447	0	4b66ef57-03c2-49f1-b387-f15b404be318	256	ENST00000645308.4	674	0	39	439	18	8	0	205	0	0	0	662	457	1	7	0
ENST00000643482.1	+	662	289	735	447	0	4b66ef57-03c2-49f1-b387-f15b404be318	256	ENST00000643482.1	289	0	39	439	18	8	0	205	0	0	0	662	457	1	7	0
ENST00000643209.2	+	662	635	1085	451	0	4b66ef57-03c2-49f1-b387-f15b404be318	256	ENST00000643209.2	635	0	35	443	14	8	0	205	0	0	0	662	457	1	7	0
ENST00000645604.1	+	662	275	725	451	0	4b66ef57-03c2-49f1-b387-f15b404be318	256	ENST00000645604.1	275	0	35	443	14	8	0	205	0	0	0	662	457	1	7	0
ENST00000644446.1	-	885	1	651	651	0	3b639fd6-2449-47af-80a9-1cafb51f7eb5	272	ENST00000644446.1	1	0	63	627	21	24	0	237	0	0	0	885	648	1	1	0
ENST00000645771.1	-	1294	1112	1308	197	0	e09442a9-b1a8-4757-a225-9744b750934c	272	ENST00000645771.1	1112	0	25	192	6	5	0	1096	0	0	0	1294	198	1	9	1
ENST00000645771.1	+	1313	1117	1232	116	0	79f597f6-64bf-48d0-838d-8b4eadf4be0e	256	ENST00000645771.1	1117	0	15	111	4	5	0	1198	0	0	0	1313	115	1	6	0
ENST00000643372.3	+	488	845	1040	196	0	b03bf798-c808-4f6b-aca2-37b551d760ba	256	ENST00000643372.3	845	0	6	192	0	4	0	296	0	0	0	488	192	1	3	0
ENST00000645627.1	+	488	616	811	196	0	b03bf798-c808-4f6b-aca2-37b551d760ba	256	ENST00000645627.1	616	0	6	192	0	4	0	296	0	0	0	488	192	1	3	0
ENST00000629480.2	+	1085	3982	4709	728	0	0bab1a2a-6190-4643-853b-b39d0f03cc34	0	ENST00000629480.2	3982	0	100	710	17	18	0	358	0	0	0	1085	727	1	3	0
ENST00000629480.2	-	1768	3996	4045	50	0	7864abff-294e-4d74-b096-42d6e6394fba	272	ENST00000629480.2	3996	0	1	50	0	0	0	1718	0	0	0	1768	50	1	3	0
ENST00000629480.2	-	1346	3998	4241	244	0	3ed177ce-773d-4b53-bf68-b38859f7858f	272	ENST00000629480.2	3998	0	46	227	3	17	0	1116	0	0	0	1346	230	1	9	1
ENST00000629480.2	-	1868	4001	4315	315	0	696d657b-e4ef-48ce-83ef-c36bc26ec108	272	ENST00000629480.2	4001	0	61	295	16	20	0	1557	0	0	0	1868	311	1	7	0
ENST00000629480.2	-	1125	4017	4195	179	0	302c1c0f-b5a6-47bc-8a06-fa43d4024bf4	272	ENST00000629480.2	4017	0	18	177	5	2	0	943	0	0	0	1125	182	1	7	0
ENST00000629480.2	+	620	4163	4639	477	0	afd008d1-4094-400d-a83b-c67f6d1f732a	0	ENST00000629480.2	4163	0	70	460	12	17	0	148	0	0	0	620	472	1	7	0
ENST00000630440.2	-	1768	747	795	49	0	7864abff-294e-4d74-b096-42d6e6394fba	272	ENST00000630440.2	747	0	2	49	2	0	0	1717	0	0	0	1768	51	1	3	0
ENST00000630440.2	+	1085	752	1459	708	0	0bab1a2a-6190-4643-853b-b39d0f03cc34	256	ENST00000630440.2	752	0	100	690	17	18	0	378	0	0	0	1085	707	1	3	0
ENST00000630440.2	-	1346	752	991	240	0	3ed177ce-773d-4b53-bf68-b38859f7858f	272	ENST00000630440.2	752	0	46	223	3	17	0	1120	0	0	0	1346	226	1	9	1
ENST00000630440.2	-	1868	764	1065	302	0	696d657b-e4ef-48ce-83ef-c36bc26ec108	272	ENST00000630440.2	764	0	51	282	6	20	0	1580	0	0	0	1868	288	1	7	0
ENST00000630440.2	-	1125	767	945	179	0	302c1c0f-b5a6-47bc-8a06-fa43d4024bf4	272	ENST00000630440.2	767	0	18	177	5	2	0	943	0	0	0	1125	182	1	7	0
ENST00000630440.2	+	620	913	1389	477	0	afd008d1-4094-400d-a83b-c67f6d1f732a	256	ENST00000630440.2	913	0	70	460	12	17	0	148	0	0	0	620	472	1	7	0
ENST00000628705.2	-	1111	5180	5275	96	0	d048bf31-f3d9-4a3e-99b6-9e3d656934f9	272	ENST00000628705.2	5180	0	7	93	0	3	0	1018	0	0	0	1111	93	1	4	0
ENST00000628705.2	+	660	5851	6279	429	0	89365b3a-4068-4328-b807-e88856fb54a7	256	ENST00000628705.2	5851	0	36	419	14	10	0	227	0	0	0	660	433	1	4	0
ENST00000628705.2	-	1111	8783	8878	96	0	d048bf31-f3d9-4a3e-99b6-9e3d656934f9	16	ENST00000628705.2	8783	0	7	93	0	3	0	1018	0	0	0	1111	93	1	4	0
ENST00000628705.2	+	660	9454	9882	429	0	89365b3a-4068-4328-b807-e88856fb54a7	256	ENST00000628705.2	9454	0	34	419	14	10	0	227	0	0	0	660	433	1	4	0
ENST00000628705.2	-	1111	12386	12481	96	0	d048bf31-f3d9-4a3e-99b6-9e3d656934f9	272	ENST00000628705.2	12386	0	7	93	0	3	0	1018	0	0	0	1111	93	1	4	0
ENST00000628705.2	+	660	13057	13485	429	0	89365b3a-4068-4328-b807-e88856fb54a7	256	ENST00000628705.2	13057	0	37	416	17	13	0	227	0	0	0	660	433	1	4	0
ENST00000711210.1	-	459	696	779	84	0	b3580fe4-f9c0-4af2-a9f7-ebcb6f0a950d	272	ENST00000711210.1	696	0	6	84	1	0	0	374	0	0	0	459	85	1	11	0
ENST00000711210.1	+	446	715	791	77	0	1c4ca43f-eab1-43d9-a8a2-8013a173be5d	256	ENST00000711210.1	715	0	6	77	2	0	0	367	0	0	0	446	79	1	34	0
ENST00000711204.1	+	602	17	297	281	0	b33e983e-a12c-4cd7-899f-70345b0fae0f	256	ENST00000711204.1	17	0	18	275	2	6	0	325	0	0	0	602	277	1	5	0
ENST00000711203.1	+	602	14	270	257	0	b33e983e-a12c-4cd7-899f-70345b0fae0f	256	ENST00000711203.1	14	0	19	251	3	6	0	348	0	0	0	602	254	1	5	0
ENST00000711198.1	+	602	1	281	281	0	b33e983e-a12c-4cd7-899f-70345b0fae0f	256	ENST00000711198.1	1	0	18	275	2	6	0	325	0	0	0	602	277	1	5	0
ENST00000711184.1	-	853	2305	2443	139	0	cd8830d7-0d71-46cb-99ca-d2649ef36b49	272	ENST00000711184.1	2305	0	30	127	8	12	0	718	0	0	0	853	135	1	4	0
ENST00000711184.1	-	870	3575	3850	276	0	dfd66faa-65b4-4c7f-85fe-be7a6574bf53	272	ENST00000711184.1	3575	0	37	272	1	4	0	597	0	0	0	870	273	1	3	0
ENST00000711179.1	-	853	2333	2471	139	0	cd8830d7-0d71-46cb-99ca-d2649ef36b49	272	ENST00000711179.1	2333	0	30	127	8	12	0	718	0	0	0	853	135	1	4	0
ENST00000711179.1	-	870	3603	3878	276	0	dfd66faa-65b4-4c7f-85fe-be7a6574bf53	16	ENST00000711179.1	3603	0	37	272	1	4	0	597	0	0	0	870	273	1	3	0
ENST00000711173.1	+	668	3591	3985	395	0	d6a46262-e56e-4fae-99a5-79cd5c08b774	256	ENST00000711173.1	3591	0	52	372	7	23	0	289	0	0	0	668	379	1	7	0
ENST00000711172.1	+	668	3594	3988	395	0	d6a46262-e56e-4fae-99a5-79cd5c08b774	256	ENST00000711172.1	3594	0	52	372	7	23	0	289	0	0	0	668	379	1	7	0
ENST00000711171.1	+	668	3603	3997	395	0	d6a46262-e56e-4fae-99a5-79cd5c08b774	256	ENST00000711171.1	3603	0	52	372	7	23	0	289	0	0	0	668	379	1	7	0
ENST00000711170.1	+	668	557	901	345	0	d6a46262-e56e-4fae-99a5-79cd5c08b774	256	ENST00000711170.1	557	0	44	327	7	18	0	334	0	0	0	668	334	1	7	0
ENST00000711145.1	+	1317	2833	3098	266	0	a017782a-31c1-45e8-ae03-33d5c146c452	256	ENST00000711145.1	2833	0	35	264	8	2	0	1045	0	0	0	1317	272	1	29	0
ENST00000711142.1	+	1317	2249	2514	266	0	a017782a-31c1-45e8-ae03-33d5c146c452	256	ENST00000711142.1	2249	0	35	264	8	2	0	1045	0	0	0	1317	272	1	29	0
ENST00000711142.1	-	1676	5246	5319	74	0	50d06347-79ab-4c43-9776-f03e0a7bbe1c	16	ENST00000711142.1	5246	0	7	71	2	3	0	1603	0	0	0	1676	73	1	1	0
ENST00000711273.1	-	1009	1	272	272	0	1d5b822e-5c16-4c63-a8af-bc1083a1f46f	16	ENST00000711273.1	1	0	20	270	4	2	0	735	0	0	0	1009	274	1	4	1
